['羽毛球集锦', ['羽毛球', '集锦', '空', '空', '空'], ['体育其它', '体育类'], ['中央电视台体育频道']]
['世界夏季大学生运动会田径', ['世界', '夏季', '大学生', '运动会', '田径'], ['田径', '体育类'], ['中央电视台体育频道']]
['鞠萍姐姐讲故事', ['鞠萍', '姐姐', '讲故事', '空', '空'], ['动画', '青少类'], ['青海电视台卫视频道']]
['毛驴县令之你我他', ['毛驴', '县令', '之', '你', '我'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['预言魔咒', ['预言', '魔咒', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['三勇士和沙玛汗女王', ['三', '勇士', '和', '沙玛汗', '女王'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['十二生肖之五福外传', ['十二生肖', '之', '五福', '外传', '空'], ['动画', '青少类'], ['中央电视台少儿频道']]
['我的抗战第二部', ['我', '的', '抗战', '第二部', '空'], ['专题类', '专题片'], ['海南广播电视台旅游卫视频道']]
['体坛资讯', ['体坛', '资讯', '空', '空', '空'], ['体育新闻', '体育类'], ['BTV-体育']]
['拳王2011', ['拳王', '2011', '空', '空', '空'], ['内地电影', '电影类'], ['江西电视台卫视频道']]
['聚健康', ['聚', '健康', '空', '空', '空'], ['健康', '生活服务类'], ['甘肃电视台卫视频道']]
['真的爱你', ['真的', '爱', '你', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['水晶人', ['水晶', '人', '空', '空', '空'], ['港澳台电影', '电影类'], ['广东电视台卫视频道']]
['声声体育', ['声声', '体育', '空', '空', '空'], ['体育新闻', '体育类'], ['BTV-体育']]
['封门诡影', ['封门', '诡影', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['极限挑战', ['极限', '挑战', '空', '空', '空'], ['真人秀', '综艺类'], ['上海广播电视台东方卫视频道']]
['天天俏佳人', ['天天', '俏佳人', '空', '空', '空'], ['其它类', '广告'], ['广东电视台卫视频道']]
['购时尚', ['购', '时尚', '空', '空', '空'], ['美容/服饰', '生活服务类'], ['中央电视台财经频道']]
['过江龙', ['过江龙', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['中国内蒙古草原文化节', ['中国', '内蒙古草原', '文化节', '空', '空'], ['综艺其它', '综艺类'], ['内蒙古电视台卫视频道']]
['中韩歌会', ['中', '韩', '歌会', '空', '空'], ['音乐类', '演唱会'], ['中央电视台音乐频道']]
['防务新观察', ['防务', '新', '观察', '空', '空'], ['专题类', '军事'], ['中央电视台军事农业频道']]
['益生美丽', ['益生', '美丽', '空', '空', '空'], ['其它类', '广告'], ['深圳市电视台卫视频道']]
['美丽乡村', ['美丽', '乡村', '空', '空', '空'], ['其它类', '欣赏'], ['BTV-新闻']]
['中国文艺', ['中国', '文艺', '空', '空', '空'], ['综艺其它', '综艺类'], ['中央电视台中文国际频道亚洲版']]
['我不是明星', ['我', '不是', '明星', '空', '空'], ['综艺其它', '综艺类'], ['浙江电视台卫视频道']]
['上海浪琴环球马术冠军赛', ['上海', '浪琴', '环球', '马术', '冠军赛'], ['马术', '体育类'], ['中央电视台体育频道']]
['对手', ['对手', '空', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['黑龙江新闻联播', ['黑龙江', '新闻联播', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['黑龙江电视台卫视频道']]
['阮氏三雄', ['阮氏', '三雄', '空', '空', '空'], ['内地电影', '电影类'], ['BTV-影视']]
['一号化妆间', ['一号', '化妆间', '空', '空', '空'], ['内地电影', '电影类'], ['江西电视台卫视频道']]
['天下寻宝', ['天下', '寻宝', '空', '空', '空'], ['财经类', '收藏/鉴宝'], ['中央电视台新闻综合频道']]
['赛尔号大电影第四部', ['赛尔', '号', '大', '电影', '第四部'], ['动画', '青少类'], ['湖南广播电视台金鹰卡通频道']]
['萌学园', ['萌', '学园', '空', '空', '空'], ['科幻', '电视剧类'], ['中央电视台少儿频道']]
['海外赤子北京行', ['海外', '赤子', '北京', '行', '空'], ['专题类', '大型专题活动'], ['BTV-新闻']]
['大旗英雄传', ['大旗', '英雄传', '空', '空', '空'], ['港澳台电影', '电影类'], ['广东电视台卫视频道']]
['绝爱之城华胥引', ['绝爱', '之城华胥', '引', '空', '空'], ['神怪玄幻', '电视剧类'], ['江西电视台卫视频道']]
['藏富宝典', ['藏富', '宝典', '空', '空', '空'], ['其它类', '广告'], ['内蒙古电视台卫视频道']]
['伟大的贡献', ['伟大', '的', '贡献', '空', '空'], ['专题类', '专题片'], ['BTV-新闻']]
['柳毅传书', ['柳毅传', '书', '空', '空', '空'], ['地方戏曲', '戏剧类'], ['中央电视台戏曲频道']]
['狼烟遍地', ['狼烟', '遍地', '空', '空', '空'], ['战争', '电视剧类'], ['吉林电视台卫视频道']]
['谍战深海', ['谍战', '深海', '空', '空', '空'], ['反特/谍战', '电视剧类'], ['深圳市电视台卫视频道']]
['开心球', ['开心', '球', '空', '空', '空'], ['动画', '青少类'], ['中央电视台少儿频道']]
['中国好声音巅峰之夜倒计时特别直播', ['中国', '好', '声音', '巅峰', '之夜'], ['真人秀', '综艺类'], ['浙江电视台卫视频道']]
['超级新闻场', ['超级', '新闻', '场', '空', '空'], ['新闻/时事类', '综合新闻'], ['安徽广播电视台卫视频道']]
['社会主义核心价值观', ['社会主义', '核心', '价值观', '空', '空'], ['其它类', '广告'], ['辽宁广播电视台卫视频道']]
['红色经典英雄会', ['红色', '经典', '英雄', '会', '空'], ['综艺其它', '综艺类'], ['山东电视台卫星频道']]
['女狙击手', ['女', '狙击手', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['丐世英雄', ['丐世', '英雄', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['我的太阳8090爱情故事', ['我', '的', '太阳', '8090', '爱情故事'], ['专题类', '专题片'], ['中国教育电视台综合教育频道']]
['乐比悠悠第二部', ['乐比', '悠悠', '第二部', '空', '空'], ['动画', '青少类'], ['中央电视台少儿频道']]
['血战到底', ['血战到底', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['别恋', ['别恋', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['BTV-影视']]
['女足世界杯集锦', ['女足', '世界杯', '集锦', '空', '空'], ['体育其它', '体育类'], ['中央电视台体育频道']]
['梦幻西游第二部', ['梦幻', '西游', '第二部', '空', '空'], ['动画', '青少类'], ['湖南广播电视台金鹰卡通频道']]
['大村官', ['大', '村官', '空', '空', '空'], ['农村', '电视剧类'], ['吉林电视台卫视频道']]
['杀狼花', ['杀狼花', '空', '空', '空', '空'], ['近代传奇', '电视剧类'], ['黑龙江电视台卫视频道']]
['克拉之恋', ['克拉', '之恋', '空', '空', '空'], ['爱情言情', '电视剧类'], ['安徽广播电视台卫视频道']]
['一代枭雄', ['一代', '枭雄', '空', '空', '空'], ['近代传奇', '电视剧类'], ['中央电视台中文国际频道亚洲版']]
['亲爱的', ['亲爱', '的', '空', '空', '空'], ['爱情言情', '内地电影'], ['中央电视台新闻综合频道']]
['特种兵之火凤凰', ['特种兵', '之', '火凤凰', '空', '空'], ['军旅生活', '电视剧类'], ['陕西电视台卫视频道']]
['武状元苏乞儿', ['武状元', '苏', '乞儿', '空', '空'], ['港澳台电影', '电影类'], ['广东电视台卫视频道']]
['梦在中国', ['梦', '在', '中国', '空', '空'], ['专题类', '专题片'], ['中央电视台中文国际频道亚洲版']]
['快乐大巴', ['快乐', '大巴', '空', '空', '空'], ['青少综艺', '青少类'], ['中央电视台少儿频道']]
['味道', ['味道', '空', '空', '空', '空'], ['专题片', '专题类'], ['中央电视台科教频道']]
['社区英雄', ['社区', '英雄', '空', '空', '空'], ['专题类', '专题其它'], ['中央电视台社会与法']]
['新闻早汇萃', ['新闻', '早汇萃', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['广西电视台卫视频道']]
['音乐风云榜年度盛典', ['音乐', '风云榜', '年度', '盛典', '空'], ['颁奖晚会', '综艺类'], ['BTV-文艺']]
['等风来', ['等', '风来', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['公主与奴隶', ['公主', '与', '奴隶', '空', '空'], ['内地电影', '电影类'], ['广东电视台卫视频道']]
['妈妈像花儿一样', ['妈妈', '像', '花儿', '一样', '空'], ['都市生活', '电视剧类'], ['江苏电视台新闻综合卫视频道']]
['珠峰放歌中国西藏金曲评选暨藏族音乐颁奖盛典', ['珠峰', '放歌', '中国', '西藏', '金曲'], ['颁奖晚会', '综艺类'], ['西藏电视台汉语卫视']]
['午间新闻', ['午间', '新闻', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['西藏电视台汉语卫视']]
['疯狂的玫瑰', ['疯狂', '的', '玫瑰', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['1405郑和下西洋', ['1405', '郑和', '下', '西洋', '空'], ['专题类', '专题片'], ['江苏电视台新闻综合卫视频道']]
['新闻30分', ['新闻', '30', '分', '空', '空'], ['新闻/时事类', '综合新闻'], ['中央电视台新闻综合频道']]
['唐诗风云会', ['唐诗', '风云', '会', '空', '空'], ['益智/竞猜游戏', '综艺类'], ['陕西电视台卫视频道']]
['勇敢的心', ['勇敢', '的', '心', '空', '空'], ['近代传奇', '电视剧类'], ['河北电视台卫视频道']]
['哈儿传奇', ['哈儿', '传奇', '空', '空', '空'], ['近代传奇', '电视剧类'], ['陕西电视台卫视频道']]
['歌声里的故事', ['歌声', '里', '的', '故事', '空'], ['综艺其它', '综艺类'], ['中央电视台军事农业频道']]
['宅门恩怨', ['宅门', '恩怨', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['征服', ['征服', '空', '空', '空', '空'], ['警匪', '电视剧类'], ['天津广播电视台卫视频道']]
['刑警荣誉', ['刑警', '荣誉', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['真假千金', ['真假', '千金', '空', '空', '空'], ['内地电影', '电影类'], ['广东电视台卫视频道']]
['幸福36计', ['幸福', '36', '计', '空', '空'], ['都市生活', '电视剧类'], ['陕西电视台卫视频道']]
['中国好声音', ['中国', '好', '声音', '空', '空'], ['真人秀', '综艺类'], ['浙江电视台卫视频道']]
['中国摩托艇联赛', ['中国', '摩托艇', '联赛', '空', '空'], ['体育类', '冰上/水上运动'], ['中央电视台体育频道']]
['完美告白', ['完美', '告白', '空', '空', '空'], ['择偶', '综艺类'], ['辽宁广播电视台卫视频道']]
['我的抗战之铁血轻奇兵', ['我', '的', '抗战', '之', '铁血'], ['战争', '电视剧类'], ['重庆电视台卫视频道']]
['红娘', ['红娘', '空', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['范长江与红色土司', ['范长江', '与', '红色', '土司', '空'], ['专题类', '专题片'], ['浙江电视台卫视频道']]
['错门记', ['错门记', '空', '空', '空', '空'], ['内地电影', '电影类'], ['江西电视台卫视频道']]
['房不剩防', ['房', '不', '剩防', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['世界汽车拉力锦标赛', ['世界', '汽车', '拉力', '锦标赛', '空'], ['赛车', '体育类'], ['中央电视台体育频道']]
['文明密码', ['文明', '密码', '空', '空', '空'], ['专题类', '专题片'], ['中央电视台科教频道']]
['1911铁血共和', ['1911', '铁血', '共和', '空', '空'], ['专题类', '专题片'], ['辽宁广播电视台卫视频道']]
['怪兽大学', ['怪兽', '大学', '空', '空', '空'], ['电影其它', '电影类'], ['中央电视台电影频道']]
['密使', ['密使', '空', '空', '空', '空'], ['战争', '反特/谍战'], ['深圳市电视台卫视频道']]
['水儿武士', ['水儿', '武士', '空', '空', '空'], ['港澳台电影', '电影类'], ['广东电视台卫视频道']]
['世界田径锦标赛', ['世界', '田径', '锦标赛', '空', '空'], ['田径', '体育类'], ['中央电视台体育频道']]
['新闻周刊', ['新闻周刊', '空', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['中央电视台新闻频道']]
['合唱先锋', ['合唱', '先锋', '空', '空', '空'], ['综艺其它', '综艺类'], ['中央电视台音乐频道']]
['羽林争霸', ['羽林', '争霸', '空', '空', '空'], ['羽毛球', '体育类'], ['中央电视台体育频道']]
['喜剧班de春天', ['喜剧', '班', 'de', '春天', '空'], ['真人秀', '综艺类'], ['四川广播电视台卫视频道']]
['不可错过新加坡', ['不可', '错过', '新加坡', '空', '空'], ['专题类', '专题片'], ['海南广播电视台旅游卫视频道']]
['欢乐夏令营', ['欢乐', '夏令营', '空', '空', '空'], ['真人秀', '综艺类'], ['BTV-文艺']]
['海底小纵队', ['海底', '小', '纵队', '空', '空'], ['动画', '青少类'], ['中央电视台少儿频道']]
['女排世界杯', ['女排', '世界杯', '空', '空', '空'], ['体育类', '排球'], ['中央电视台体育频道']]
['藏历新年电视联欢晚会', ['藏历', '新年', '电视', '联欢晚会', '空'], ['综艺晚会', '综艺类'], ['西藏电视台汉语卫视']]
['冲破禁闭', ['冲破', '禁闭', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['中国大能手', ['中国', '大', '能手', '空', '空'], ['专题类', '竞赛'], ['中央电视台财经频道']]
['念书的孩子', ['念书', '的', '孩子', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['决战中的较量', ['决战', '中', '的', '较量', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['一线', ['一线', '空', '空', '空', '空'], ['法治类', '法治专题'], ['中央电视台社会与法']]
['赤子威龙', ['赤子', '威龙', '空', '空', '空'], ['港澳台电影', '电影类'], ['重庆电视台卫视频道']]
['不良英雄', ['不良', '英雄', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['中国东川泥石流国际汽车越野赛', ['中国', '东川', '泥石流', '国际', '汽车'], ['赛车', '体育类'], ['中央电视台体育频道']]
['奥林匹斯的陷落', ['奥林匹斯', '的', '陷落', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['决战豪门', ['决战', '豪门', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['阳光大道', ['阳光', '大道', '空', '空', '空'], ['专题类', '真人秀'], ['中央电视台军事农业频道']]
['今日视点', ['今日', '视点', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['四川广播电视台卫视频道']]
['渗透', ['渗透', '空', '空', '空', '空'], ['反特/谍战', '电视剧类'], ['宁夏电视台卫视频道']]
['火星没事', ['火星', '没事', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['喜羊羊与灰太狼之原始世界历险记', ['喜羊羊', '与', '灰', '太', '狼'], ['动画', '青少类'], ['湖南广播电视台金鹰卡通频道']]
['小区大事', ['小区', '大事', '空', '空', '空'], ['专题类', '专题其它'], ['中央电视台社会与法']]
['雪谷逃生', ['雪谷', '逃生', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['风云天地', ['风云', '天地', '空', '空', '空'], ['商战', '电视剧类'], ['安徽广播电视台卫视频道']]
['赛车集锦', ['赛车', '集锦', '空', '空', '空'], ['赛车', '体育其它'], ['中央电视台体育频道']]
['无形杀', ['无形', '杀', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['毛驴县令之大事小情', ['毛驴', '县令', '之', '大事', '小情'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['追爱十年', ['追爱', '十年', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['目击者', ['目击者', '空', '空', '空', '空'], ['内地电影', '电影类'], ['广东电视台卫视频道']]
['八路军', ['八路军', '空', '空', '空', '空'], ['重大历史', '电视剧类'], ['中央电视台中文国际频道亚洲版']]
['城市猎人', ['城市猎人', '空', '空', '空', '空'], ['电影类', '港澳台电影'], ['BTV-影视']]
['武林猛虎', ['武林', '猛虎', '空', '空', '空'], ['武侠', '电视剧类'], ['陕西电视台卫视频道']]
['回马枪', ['回马枪', '空', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['地道战之英雄出少年', ['地道战', '之', '英雄', '出', '少年'], ['动画', '青少类'], ['浙江电视台卫视频道']]
['大家', ['大家', '空', '空', '空', '空'], ['专题类', '访谈'], ['中央电视台科教频道']]
['无极限之危情速递', ['无极限', '之', '危情', '速递', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['法律讲堂', ['法律', '讲堂', '空', '空', '空'], ['法治类', '法治专题'], ['中央电视台社会与法']]
['我爱夜来香', ['我', '爱', '夜来香', '空', '空'], ['港澳台电影', '电影类'], ['BTV-影视']]
['精彩纪录', ['精彩', '纪录', '空', '空', '空'], ['科普', '专题类'], ['中央电视台纪录频道国内版']]
['渡江侦察记', ['渡江', '侦察', '记', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['有一个地方只有我们知道', ['有', '一个', '地方', '只有', '我们'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['农业气象', ['农业', '气象', '空', '空', '空'], ['天气预报', '生活服务类'], ['中央电视台军事农业频道']]
['假期炫舞台', ['假期', '炫', '舞台', '空', '空'], ['青少表演', '青少类'], ['中央电视台少儿频道']]
['星厨驾到', ['星厨', '驾到', '空', '空', '空'], ['生活服务类', '饮食'], ['江苏电视台新闻综合卫视频道']]
['首映', ['首映', '空', '空', '空', '空'], ['电影其它', '电影类'], ['中央电视台电影频道']]
['全球走钢丝大赛', ['全球', '走钢丝', '大赛', '空', '空'], ['体育类', '其它赛事'], ['BTV-新闻']]
['军工记忆', ['军工', '记忆', '空', '空', '空'], ['专题类', '专题片'], ['中央电视台军事农业频道']]
['红石敖包', ['红石', '敖包', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['聚焦三农', ['聚焦', '三农', '空', '空', '空'], ['农业', '专题类'], ['中央电视台军事农业频道']]
['激战江南', ['激战', '江南', '空', '空', '空'], ['战争', '电视剧类'], ['中央电视台少儿频道']]
['飞行幼乐园', ['飞行', '幼', '乐园', '空', '空'], ['青少专题', '青少类'], ['湖南广播电视台金鹰卡通频道']]
['惊喜连连', ['惊喜', '连连', '空', '空', '空'], ['益智/竞猜游戏', '综艺类'], ['中央电视台财经频道']]
['每周质量报告', ['每周', '质量', '报告', '空', '空'], ['新闻评述', '专题类'], ['中央电视台新闻频道']]
['中国电影表演艺术学会奖颁奖典礼', ['中国', '电影', '表演艺术', '学会', '奖'], ['颁奖晚会', '综艺类'], ['中央电视台电影频道']]
['飞哥大英雄', ['飞哥', '大', '英雄', '空', '空'], ['战争', '电视剧类'], ['陕西电视台卫视频道']]
['我的纪录片', ['我', '的', '纪录片', '空', '空'], ['专题类', '专题片'], ['湖南广播电视台卫视频道']]
['智力快车', ['智力', '快车', '空', '空', '空'], ['青少综艺', '青少类'], ['中央电视台少儿频道']]
['军事禁区', ['军事', '禁区', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['倾城别恋', ['倾城', '别恋', '空', '空', '空'], ['电影其它', '电影类'], ['江西电视台卫视频道']]
['最长的一日', ['最长', '的', '一日', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['天上掉下个猪八戒', ['天上掉', '下个', '猪八戒', '空', '空'], ['动画', '青少类'], ['中央电视台军事农业频道']]
['马可波罗回香都', ['马可波罗', '回香', '都', '空', '空'], ['电影其它', '电影类'], ['中央电视台电影频道']]
['剑客与刀客', ['剑客', '与', '刀客', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['玉骐麟之仙灵奇域', ['玉骐', '麟', '之', '仙灵', '奇域'], ['动画', '青少类'], ['中央电视台少儿频道']]
['与狼共舞', ['与狼共舞', '空', '空', '空', '空'], ['反特/谍战', '电视剧类'], ['云南电视台卫视频道']]
['井字对抗', ['井字', '对抗', '空', '空', '空'], ['益智/竞猜游戏', '综艺类'], ['河南电视台卫视频道']]
['湘西奇人矮寨大桥高空上刀梯', ['湘西', '奇人', '矮寨', '大桥', '高空'], ['新闻/时事其它', '新闻/时事类'], ['青海电视台卫视频道']]
['琴瑟情未了', ['琴瑟', '情未了', '空', '空', '空'], ['内地电影', '电影类'], ['江西电视台卫视频道']]
['在劫难逃', ['在劫难逃', '空', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['风云会', ['风云', '会', '空', '空', '空'], ['体育专题', '体育类'], ['中央电视台体育频道']]
['铁手无情', ['铁手无情', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['猎刃', ['猎刃', '空', '空', '空', '空'], ['战争', '电视剧类'], ['BTV-影视']]
['黄河在咆哮', ['黄河', '在', '咆哮', '空', '空'], ['战争', '电视剧类'], ['中央电视台新闻综合频道']]
['郭明义', ['郭明义', '空', '空', '空', '空'], ['专题类', '专题片'], ['辽宁广播电视台卫视频道']]
['惊沙', ['惊沙', '空', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['黑金', ['黑金', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['枪花', ['枪花', '空', '空', '空', '空'], ['反特/谍战', '电视剧类'], ['山西广播电视台卫视频道']]
['地火', ['地', '火', '空', '空', '空'], ['反特/谍战', '电视剧类'], ['中央电视台新闻综合频道']]
['这里是北京', ['这里', '是', '北京', '空', '空'], ['专题类', '专题其它'], ['BTV-新闻']]
['少林门', ['少林', '门', '空', '空', '空'], ['港澳台电影', '电影类'], ['广东电视台卫视频道']]
['毛泽东遗物的故事', ['毛泽东', '遗物', '的', '故事', '空'], ['专题类', '专题片'], ['北京电视台高清频道']]
['购物狂', ['购物狂', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['重庆电视台卫视频道']]
['天眼', ['天眼', '空', '空', '空', '空'], ['法治类', '警匪'], ['山西广播电视台卫视频道']]
['活力大冲关', ['活力', '大', '冲关', '空', '空'], ['综艺竞技游戏', '综艺类'], ['广东电视台卫视频道']]
['妈妈向前冲', ['妈妈', '向前', '冲', '空', '空'], ['都市生活', '电视剧类'], ['山东电视台卫星频道']]
['闪婚总动员', ['闪婚', '总动员', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['出笼马骝', ['出笼', '马骝', '空', '空', '空'], ['港澳台电影', '电影类'], ['广东电视台卫视频道']]
['全球零距离', ['全球', '零距离', '空', '空', '空'], ['新闻/时事类', '新闻评述'], ['广东电视台卫视频道']]
['美食大冒险第二部', ['美食', '大冒险', '第二部', '空', '空'], ['动画', '青少类'], ['湖南广播电视台金鹰卡通频道']]
['刘海砍樵', ['刘海', '砍', '樵', '空', '空'], ['神怪玄幻', '电视剧类'], ['中央电视台戏曲频道']]
['新闻50+', ['新闻', '50', '+', '空', '空'], ['新闻/时事类', '综合新闻'], ['BTV-青年']]
['动物世界', ['动物', '世界', '空', '空', '空'], ['科普', '专题类'], ['中央电视台军事农业频道']]
['赖汉的幸福指数', ['赖汉', '的', '幸福', '指数', '空'], ['农村', '电视剧类'], ['中央电视台电视剧频道']]
['军事报道', ['军事', '报道', '空', '空', '空'], ['专题类', '军事'], ['中央电视台军事农业频道']]
['我们家', ['我们', '家', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['风影', ['风影', '空', '空', '空', '空'], ['反特/谍战', '电视剧类'], ['四川广播电视台卫视频道']]
['毕业歌', ['毕业', '歌', '空', '空', '空'], ['奋斗励志', '电视剧类'], ['江苏电视台新闻综合卫视频道']]
['巴菲特神秘俱乐部', ['巴菲特', '神秘', '俱乐部', '空', '空'], ['动画', '青少类'], ['四川广播电视台卫视频道']]
['我要活下去', ['我要', '活下去', '空', '空', '空'], ['港澳台电影', '电影类'], ['BTV-影视']]
['十全九美', ['十全', '九美', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['星际精灵蓝多多', ['星际', '精灵', '蓝', '多多', '空'], ['科幻', '动画'], ['中央电视台少儿频道']]
['巴啦啦小魔仙之奇迹舞步', ['巴', '啦', '啦', '小', '魔仙'], ['动画', '青少类'], ['江西电视台卫视频道']]
['综艺秀场', ['综艺秀', '场', '空', '空', '空'], ['综艺其它', '综艺类'], ['山东教育']]
['士兵突击', ['士兵', '突击', '空', '空', '空'], ['军旅生活', '真人秀'], ['青海电视台卫视频道']]
['锦绣天府', ['锦绣', '天府', '空', '空', '空'], ['综艺晚会', '综艺类'], ['四川广播电视台卫视频道']]
['家有悍妇', ['家有', '悍妇', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['天龙八部', ['天龙八部', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['重庆电视台卫视频道']]
['四海漫游', ['四海', '漫游', '空', '空', '空'], ['专题类', '旅游'], ['BTV-生活']]
['宝狄与好友之超原能星战', ['宝狄', '与', '好友', '之超', '原能'], ['动画', '青少类'], ['中央电视台少儿频道']]
['兄弟门', ['兄弟', '门', '空', '空', '空'], ['近代传奇', '电视剧类'], ['宁夏电视台卫视频道']]
['厨王争霸', ['厨王', '争霸', '空', '空', '空'], ['真人秀', '生活服务类'], ['中央电视台财经频道']]
['船政学堂', ['船政', '学堂', '空', '空', '空'], ['专题类', '专题片'], ['江苏电视台新闻综合卫视频道']]
['失魂客栈', ['失魂', '客栈', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['新大头儿子和小头爸爸第三部', ['新', '大头', '儿子', '和', '小头'], ['动画', '青少类'], ['中央电视台少儿频道']]
['全职杀手', ['全职', '杀手', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['风云小棋王第三部', ['风云', '小', '棋王', '第三部', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['独狼', ['独狼', '空', '空', '空', '空'], ['战争', '电视剧类'], ['北京电视台高清频道']]
['老男孩之猛龙过江', ['老', '男孩', '之', '猛龙过江', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['血色清晨', ['血色', '清晨', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['少林寺', ['少林寺', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台少儿频道']]
['铠甲勇士', ['铠甲', '勇士', '空', '空', '空'], ['动画', '青少类'], ['湖南广播电视台金鹰卡通频道']]
['代号叫麻雀', ['代号', '叫', '麻雀', '空', '空'], ['战争', '电视剧类'], ['BTV-影视']]
['糟糠之妻俱乐部', ['糟糠之妻', '俱乐部', '空', '空', '空'], ['社会伦理', '电视剧类'], ['天津广播电视台卫视频道']]
['春江英雄之秀才遇到兵', ['春江', '英雄', '之', '秀才', '遇到'], ['战争', '电视剧类'], ['北京卫视']]
['兄弟爱美丽', ['兄弟', '爱美丽', '空', '空', '空'], ['港澳台电影', '电影类'], ['BTV-影视']]
['中国超模', ['中国', '超模', '空', '空', '空'], ['真人秀', '综艺类'], ['重庆电视台卫视频道']]
['神枪之倒刺', ['神枪', '之', '倒刺', '空', '空'], ['反特/谍战', '电视剧类'], ['辽宁广播电视台卫视频道']]
['金螺号', ['金', '螺号', '空', '空', '空'], ['动画', '青少类'], ['新疆电视台汉语卫视频道']]
['泳者孙杨', ['泳者', '孙', '杨', '空', '空'], ['专题类', '专题片'], ['中央电视台体育频道']]
['穿越火线', ['穿越', '火线', '空', '空', '空'], ['战争', '电影类'], ['黑龙江电视台卫视频道']]
['幸运收藏', ['幸运', '收藏', '空', '空', '空'], ['其它类', '广告'], ['河北电视台卫视频道']]
['阿拉尔我和你', ['阿拉尔', '我', '和', '你', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['铁核桃', ['铁', '核桃', '空', '空', '空'], ['反特/谍战', '电视剧类'], ['BTV-财经']]
